doi_origem,doi_referencia,titulo_referencia,ano_referencia,fontes,n_fontes
10.1109/access.2024.3401547,,Open Problems and Fundamental Limitations of Reinforcement Learning from Human Feedback,2023,s2,1
10.1109/access.2024.3401547,,Human-in-the-loop Machine Learning: A Macro-Micro Perspective,2022,s2,1
10.1109/access.2024.3401547,,Putting Humans in the Natural Language Processing Loop: A Survey,2021,s2,1
10.1109/access.2024.3401547,,Efficient Human-In-The-Loop Object Detection using Bi-Directional Deep SORT and Annotation-Free Segment Identification,2020,s2,1
10.1109/access.2024.3401547,,NICER: Aesthetic Image Enhancement with Humans in the Loop,2020,s2,1
10.1109/access.2024.3401547,,Learning to summarize from human feedback,2020,s2,1
10.1109/access.2024.3401547,,Differentiable Augmentation for Data-Efficient GAN Training,2020,s2,1
10.1109/access.2024.3401547,,Language Models are Few-Shot Learners,2020,s2,1
10.1109/access.2024.3401547,,Artificial Intelligence in Finance: Putting the Human in the Loop,2020,s2,1
10.1109/access.2024.3401547,,Fine-Tuning Language Models from Human Preferences,2019,s2,1
10.1109/access.2024.3401547,,"Deep Batch Active Learning by Diverse, Uncertain Gradient Lower Bounds",2019,s2,1
10.1109/access.2024.3401547,,"The Neuro-Symbolic Concept Learner: Interpreting Scenes, Words, and Sentences From Natural Supervision",2019,s2,1
10.1109/access.2024.3401547,,Video Object Segmentation and Tracking: A Survey,2019,s2,1
10.1109/access.2024.3401547,,Uncertainty-Driven Semantic Segmentation through Human-Machine Collaborative Learning,2019,s2,1
10.1109/access.2024.3401547,,Why do Larger Models Generalize Better? A Theoretical Perspective via the XOR Problem,2018,s2,1
10.1109/access.2024.3401547,,Interactive Video Object Segmentation in the Wild,2017,s2,1
10.1109/access.2024.3401547,,Interpretability Beyond Feature Attribution: Quantitative Testing with Concept Activation Vectors (TCAV),2017,s2,1
10.1109/access.2024.3401547,,Deep Reinforcement Learning from Human Preferences,2017,s2,1
10.1109/access.2024.3401547,,Attention is All you Need,2017,s2,1
10.1109/access.2024.3401547,,Dialogue Learning With Human-In-The-Loop,2016,s2,1
10.1109/access.2024.3401547,,Fast R-CNN,2015,s2,1
10.1109/access.2024.3401547,,Learning Deep Features for Scene Recognition using Places Database,2014,s2,1
10.1109/access.2024.3401547,,"‘‘Human-in-the-loopmachinelearning:Reconceptualiz-ingtheroleoftheuserininteractiveapproaches,’’",2024,s2,1
10.1109/access.2024.3401547,,‘‘Learning by doing: A dual-loop implementation architecture of deep active learning and human-machine collaboration for smart robot vision,2024,s2,1
10.1109/access.2024.3401547,,Dual Representation for Human-in-the-loop Robot Learning,2022,s2,1
10.1109/access.2024.3401547,,"Industry 4.0 vs. Industry 5.0: Co-existence, Transition, or a Hybrid",2022,s2,1
10.1109/access.2024.3401547,,VOCAL: Video Organization and Interactive Compositional AnaLytics,2022,s2,1
10.1109/access.2024.3401547,,‘‘Visualintelligencethroughhumaninteraction,2021,s2,1
10.1109/access.2024.3401547,,"‘‘Performanceguaranteedconsensustrackingcontrolofnonlinearmultiagentsystems:Afinite-timefunction-basedapproach,’’",2021,s2,1
10.1109/access.2024.3401547,,‘‘Multimodalself-supervisedlearningformedicalimageanalysis,2021,s2,1
10.1109/access.2024.3401547,,‘‘Human factors and ergonomics in healthcare AI,2021,s2,1
10.1109/access.2024.3401547,,"‘‘Smarttechnology–drivenaspectsforhuman-in-the-loopsmartmanufacturing,’’",2021,s2,1
10.1109/access.2024.3401547,,Human-in-the-loop Techniques in Machine Learning,2020,s2,1
10.1109/access.2024.3401547,,Human-in-the-Loop Learning of Interpretable and Intuitive Representations,2020,s2,1
10.1109/access.2024.3401547,,Human-in-the-Loop Learning From Crowdsourcing and Social Media,2020,s2,1
10.1109/access.2024.3401547,,"‘‘Interactivemachinelearning:Experimentalevidenceforthehumaninthealgorithmicloop:Acasestudyon Ant colony optimization,’’",2019,s2,1
10.1109/access.2024.3401547,,‘‘BatchBALD: Efficient and diversebatchacquisitionfordeepBayesianactivelearning,2019,s2,1
10.1109/access.2024.3401547,,‘‘Deepreinforcementlearningfor timeoptimalvelocitycontrolusingpriorknowledge,2019,s2,1
10.1109/access.2024.3401547,,‘‘Beyondaccuracy:Theroleofmentalmodelsinhuman-AIteam performance,2019,s2,1
10.1109/access.2024.3401547,,‘‘Interactivesemanticparsing forif-thenrecipesviahierarchicalreinforcementlearning,2019,s2,1
10.1109/access.2024.3401547,,Improving Language Understanding by Generative Pre-Training,2018,s2,1
10.1109/access.2024.3401547,,‘‘Closing theloop:User-centereddesignandevaluationofahuman-in-the-looptopicmodelingsystem,2018,s2,1
10.1109/access.2024.3401547,,‘‘Imageinpaintingforirregularholesusingpartialconvolutions,2018,s2,1
10.1109/access.2024.3401547,,‘‘Wheretoaddactions inhuman-in-the-loopreinforcementlearning,2017,s2,1
10.1109/access.2024.3401547,,"‘‘Uncertainty in deep learning. University of Cambridge,’’ Ph",2016,s2,1
10.1109/access.2024.3401547,,‘‘Interactivemachinelearningforhealthinformatics:Whendoweneedthehuman-in-the-loop?’’,2016,s2,1
10.1109/access.2024.3401547,,A Review on Image Enhancement Techniques,2014,s2,1
10.1109/access.2024.3401547,,"‘‘Closingtheloop:Fast,interactivesemi-supervisedannotation withqueriesonfeaturesandinstances",2011,s2,1
10.1109/access.2024.3401547,,Active Learning Literature Survey,2009,s2,1
10.1109/access.2024.3401547,,‘‘Characterizing the influence ofdomainexpertiseonwebsearchbehavior,2009,s2,1
10.1109/access.2024.3401547,,"Machine Learning . New York, NY, USA",1997,s2,1
10.1109/access.2024.3401547,,"Association for Computational Linguistics "" Why Should I Trust You? "" Explaining the Predictions of Any Classifier",,s2,1
10.1109/access.2024.3401547,,"Applications, Challenges, and Future Directions of Human-in-the-Loop Learning",,s2,1
10.1109/access.2024.3401547,,How can HITL approaches be integrated into the machine-learning pipeline?,,s2,1
10.1109/access.2024.3401547,,Genie in the Model Automatic Generation of Human-in-the-Loop Deep Neural Networks for Mobile Applications,,s2,1
10.1109/access.2024.3401547,,How can we ensure that human feedback is unbiased and does not reinforce existing biases in the data?,,s2,1
10.1109/access.2024.3401547,,What are the implications of HITL approaches for data privacy and security?,,s2,1
10.1109/access.2024.3401547,,How can we design HITL systems that are user-friendly and accessible to non-experts?,,s2,1
10.1109/access.2024.3401547,,SUMIT,,s2,1
10.1109/access.2024.3401547,,How do different types of human feedback affect the learning outcomes of the model?,,s2,1
10.1109/access.2024.3401547,,‘‘Nano:Nestedhuman-in-the-looprewardlearningforfew-shotlanguagemodel control,,s2,1
10.1109/access.2024.3401547,,What are the most effective methods for incorporating human feedback into the learning process?,,s2,1
10.1109/access.2024.3401547,,What are the trade-offs between using HITL approaches and fully automated ML?,,s2,1
10.1016/j.inffus.2025.103599,10.1145/365153.365168,ELIZA—A computer program for the study of natural language communication between man and machine,1966,crossref;openalex;opencitations;s2,4
10.1016/j.inffus.2025.103599,10.2495/aieng930311,"Behaviour Based AI, Cognitive Processes,And Emergent Behaviors In AutonomousAgents",1970,openalex,1
10.1016/j.inffus.2025.103599,10.7326/0003-4819-85-6-831_1,Computer-Based Medical Consultations: MYCIN.,1976,openalex,1
10.1016/j.inffus.2025.103599,10.1016/s0005-7894(76)80257-2,Artificial paranoia: A computer simulation of paranoid processes,1976,openalex;s2,2
10.1016/j.inffus.2025.103599,10.1016/0004-3702(82)90021-2,R1: A rule-based configurer of computer systems,1982,crossref;openalex;opencitations;s2,4
10.1016/j.inffus.2025.103599,10.1109/proc.1983.12684,The stanford cart and the CMU rover,1983,crossref;openalex;opencitations,3
10.1016/j.inffus.2025.103599,10.1109/icassp.1983,"ICASSP '83. IEEE International Conference on Acoustics, Speech, and Signal Processing",1983,openalex,1
10.1016/j.inffus.2025.103599,10.1007/978-1-4613-8997-2_30,The Stanford Cart and the CMU Rover,1983,s2,1
10.1016/j.inffus.2025.103599,10.1016/0004-3702(85)90016-5,Heuristic classification,1985,crossref;opencitations;s2,3
10.1016/j.inffus.2025.103599,10.1109/jra.1986.1087032,A robust layered control system for a mobile robot,1986,openalex;s2,2
10.1016/j.inffus.2025.103599,10.1017/s0269888900008122,Intelligent agents: theory and practice,1995,crossref;openalex;opencitations;s2,4
10.1016/j.inffus.2025.103599,10.1023/a:1018924209812,A heuristic technique for multi-agent planning,1997,crossref;openalex;opencitations;s2,4
10.1016/j.inffus.2025.103599,10.1016/s0004-3702(98)00056-3,Modelling social action for AI agents,1998,crossref;openalex;opencitations;s2,4
10.1016/j.inffus.2025.103599,10.1016/s0921-8890(98)00085-2,Multi-agent systems: which research for which applications,1999,crossref;openalex;opencitations;s2,4
10.1016/j.inffus.2025.103599,10.1017/s0021932004006984,Autonomous artificial intelligent agents,2003,openalex,1
10.1016/j.inffus.2025.103599,10.1016/j.autcon.2003.12.002,Multi-agent systems in construction–state of the art and prospects,2004,crossref;openalex;opencitations;s2,4
10.1016/j.inffus.2025.103599,10.1007/978-3-540-30200-1_12,Learning in BDI Multi-agent Systems,2004,s2,1
10.1016/j.inffus.2025.103599,10.1109/tro.2005.847362,2006 IEEE International Conference on Robotics and Automation,2005,openalex,1
10.1016/j.inffus.2025.103599,10.12694/scpe.v7i4.380,Expert Systems: Principles and Programming,2006,openalex,1
10.1016/j.inffus.2025.103599,10.1007/11691617_3,Adapting an AI Planning Heuristic for Directed Model Checking,2006,s2,1
10.1016/j.inffus.2025.103599,10.1016/j.ins.2006.06.003,Rudiments of rough sets,2007,crossref;openalex;opencitations;s2,4
10.1016/j.inffus.2025.103599,10.1007/s12115-008-9077-5,SOCIETY,2008,s2,1
10.1016/j.inffus.2025.103599,10.1109/icmla15710.2009,2009 International Conference on Machine Learning and Applications,2009,openalex,1
10.1016/j.inffus.2025.103599,10.1007/978-0-387-30164-8_13,Agent,2010,s2,1
10.1016/j.inffus.2025.103599,10.1007/s12159-011-0046-9,A multi-agent and auction-based framework and approach for carrier collaboration,2011,crossref;openalex;opencitations;s2,4
10.1016/j.inffus.2025.103599,10.1109/tnn.2010.2102870,2011 International Joint Conference on Neural Networks,2011,openalex,1
10.1016/j.inffus.2025.103599,10.1016/j.cogsys.2011.10.002,Enhancing intelligent agents with episodic memory,2012,crossref;openalex;opencitations;s2,4
10.1016/j.inffus.2025.103599,10.7551/mitpress/7688.001.0001,The Soar Cognitive Architecture,2012,openalex;s2,2
10.1016/j.inffus.2025.103599,10.1073/pnas.1807184115,Agency plus automation: Designing artificial intelligence into interactive systems,2019,crossref;openalex;opencitations;s2,4
10.1016/j.inffus.2025.103599,10.1109/access.2019.2948081,Question answering systems with deep learning-based symbolic processing,2019,crossref;openalex;opencitations;s2,4
10.1016/j.inffus.2025.103599,10.48550/arxiv.1910.10683,Exploring the Limits of Transfer Learning with a Unified Text-to-Text\n Transformer,2019,openalex,1
10.1016/j.inffus.2025.103599,10.21437/interspeech.2019-1819,Jasper: An End-to-End Convolutional Neural Acoustic Model,2019,openalex;s2,2
10.1016/j.inffus.2025.103599,10.1609/aaai.v34i08.7022,Feedback-Based Self-Learning in Large-Scale Conversational AI Agents,2019,s2,1
10.1016/j.inffus.2025.103599,10.1109/ro-man46459.2019.8956305,Ontologenius: A long-term semantic memory for robotic agents,2019,s2,1
10.1016/j.inffus.2025.103599,10.1016/j.eswa.2020.113457,An event-driven behavior trees extension to facilitate non-player multi-agent coordination in video games,2020,crossref;openalex;opencitations,3
10.1016/j.inffus.2025.103599,10.3233/mgs-200335,Behavioral flexibility in belief-desire-intention (BDI) architectures,2020,crossref;openalex;opencitations;s2,4
10.1016/j.inffus.2025.103599,10.1109/tcds.2020.3030571,Agent-based intelligent decision support systems: a systematic review,2020,crossref;openalex;opencitations;s2,4
10.1016/j.inffus.2025.103599,10.7210/jrsj.38.56,The 28th IEEE International Conference on Robot and Human Interactive Communication (RO-MAN 2019),2020,openalex,1
10.1016/j.inffus.2025.103599,10.1007/978-3-030-44274-3_10,Disease,2020,s2,1
10.1016/j.inffus.2025.103599,10.1007/s10458-020-09478-3,Logic-based technologies for multi-agent systems: a systematic literature review,2021,crossref;openalex;opencitations;s2,4
10.1016/j.inffus.2025.103599,10.3390/computers10020016,A review of agent-based programming for multi-agent systems,2021,crossref;openalex;opencitations;s2,4
10.1016/j.inffus.2025.103599,10.1007/s13347-021-00483-2,Human goals are constitutive of agency in artificial intelligence (AI),2021,crossref;openalex;opencitations;s2,4
10.1016/j.inffus.2025.103599,10.1007/s12525-020-00414-7,AI-based chatbots in customer service and their effects on user compliance,2021,crossref;openalex;opencitations;s2,4
10.1016/j.inffus.2025.103599,10.1007/s11023-021-09579-2,"Robot autonomy vs. human autonomy: social robots, artificial intelligence (AI), and the nature of autonomy",2021,crossref;openalex;opencitations;s2,4
10.1016/j.inffus.2025.103599,10.1145/3479587,The design of reciprocal learning between human and artificial intelligence,2021,crossref;openalex;opencitations;s2,4
10.1016/j.inffus.2025.103599,10.1109/comst.2021.3063822,Single and multi-agent deep reinforcement learning for AI-enabled wireless networks: A tutorial,2021,crossref;opencitations;s2,3
10.1016/j.inffus.2025.103599,10.18653/v1/2021.findings-emnlp.192,GPT3Mix: Leveraging Large-scale Language Models for Text Augmentation,2021,openalex;s2,2
10.1016/j.inffus.2025.103599,10.1117/12.2585723,"Scalability in modeling and simulation systems for multi-agent, AI, and machine learning applications",2021,openalex;s2,2
10.1016/j.inffus.2025.103599,10.1609/aaai.12025,Feedback‐based self‐learning in large‐scale conversational AI agents,2021,openalex,1
10.1016/j.inffus.2025.103599,10.1016/j.techfore.2022.121772,Virtual agents and flow experience: An empirical examination of AI-powered chatbots,2022,crossref;openalex;opencitations;s2,4
